objectid,trail_name,surface_cat,use_cat,segment_length_miles,trail_width
44765,Allan Yorke Park Forested Trail,Gravel/Crushed,Hiking/Walking,0.0037653192034952,10
44766,Allan Yorke Park Forested Trail,Gravel/Crushed,Hiking/Walking,0.00458495563097323,10
44767,Allan Yorke Park Forested Trail,Gravel/Crushed,Hiking/Walking,0.00586028263490636,10
44768,Allan Yorke Park Forested Trail,Gravel/Crushed,Hiking/Walking,0.00455004000389872,10
44769,Walmart to Brookside HOA Park Trail,Native/Dirt,Hiking/Walking,0.0160898378135123,6
44770,Walmart to Brookside HOA Park Trail,Native/Dirt,Hiking/Walking,0.0169588586544646,6
44771,Walmart to Brookside HOA Park Trail,Native/Dirt,Hiking/Walking,0.0261573258722496,6
44772,Walmart to Brookside HOA Park Trail,Native/Dirt,Hiking/Walking,0.0219964898743999,6
44773,Walmart to Brookside Trail Dead End,Native/Dirt,Hiking/Walking,0.0397088493463174,6
44774,Walmart to Brookside Trail Dead End,Native/Dirt,Hiking/Walking,0.0452542224559166,6
44775,Walmart to Brookside Trail Dead End,Native/Dirt,Hiking/Walking,0.0465231740139084,6
44776,Walmart to Brookside Trail Dead End,Native/Dirt,Hiking/Walking,0.045718822305637,6
44777,Walmart to Brookside HOA Park Trail,Native/Dirt,Hiking/Walking,0.0212632393220038,6
44778,Walmart to Brookside HOA Park Trail,Native/Dirt,Hiking/Walking,0.15615978106721,6
44779,Walmart to Brookside HOA Park Trail,Native/Dirt,Hiking/Walking,0.0853549706920828,6
44780,Viking Park,Native/Dirt,Hiking/Walking,0.0400641702964578,6
44781,Viking Park,Native/Dirt,Hiking/Walking,0.0308887657202956,6
44782,Viking Park,Native/Dirt,Hiking/Walking,0.00681950995275417,6
44783,Viking Park,Native/Dirt,Hiking/Walking,0.0160265612039759,6
44784,Viking Park,Native/Dirt,Hiking/Walking,0.00724638321582192,6
44785,Viking Park,Native/Dirt,Hiking/Walking,0.0496300168503821,6
44786,Viking Park,Native/Dirt,Hiking/Walking,0.210004304371478,6
44787,Viking Park,Native/Dirt,Hiking/Walking,0.0292528622449907,6
44788,Viking Park,Native/Dirt,Hiking/Walking,0.0723877109244993,6
44789,Viking Park,Native/Dirt,Hiking/Walking,0.0104601504298102,6
44790,Viking Park,Native/Dirt,Hiking/Walking,0.418948360294449,6
44791,Woodbriar Village Open Space Trail,Gravel/Crushed,Hiking/Walking,0.157054002441109,10
44792,Naches Terrace Skystone Trail,Native/Dirt,Hiking/Walking,0.450724838966441,8
44793,Cedarview Park Trail,Paved,Hiking/Walking,0.313837279110148,8
44794,Renwood Trail,Paved,Hiking/Walking,0.507677849303781,8
44795,Midtown Park Trail,Native/Dirt,Hiking/Walking,0.0119656953781972,8
44796,Midtown Park Trail,Native/Dirt,Hiking/Walking,0.0606032794415495,8
44797,Staircase,Paved,Hiking/Walking,0.121160471248471,10
44798,Midtown Park Trail,Native/Dirt,Hiking/Walking,0.0705234611457086,8
44799,Midtown Park Trail,Native/Dirt,Hiking/Walking,0.0644972135295114,8
44800,Midtown Park Trail,Native/Dirt,Hiking/Walking,0.14864057498896,8
44801,Victor Falls Park Trails,Native/Dirt,Hiking/Walking,0.22773774393013901,10
44802,Mission Creek Main Loop,Other,Hiking/Walking,0.652096847849233,3
44887,Friendly Grove Park Trail,Paved,Other/Multi,0.399243902324141,5
44896,Yauger Park Storm Pond Interpretive Path,Paved,Hiking/Walking,0.100764767532991,15
45153,Burlington Rail Trail,Other,Hiking/Walking,0.0073499509761229,6
45154,Burlington Rail Trail,Other,Hiking/Walking,1.67595256499405,6
45424,Briscoe Park Trails,Paved,Other/Multi,0.181069582300872,12
45438,Green River Trail,Paved,Other/Multi,0.0876982295882699,12
45439,Green River Trail,Paved,Other/Multi,0.214919528728408,12
45440,Green River Trail,Paved,Other/Multi,0.0582752479850346,12
45441,Interurban Trail,Paved,Other/Multi,9.02368255889722,10
45442,Green River Trail,Paved,Other/Multi,1.95023179718138,12
45443,Green River Trail,Paved,Other/Multi,0.190609029983004,12
45444,Green River Trail,Paved,Other/Multi,1.13206409729531,12
45445,Green River Trail,Native/Dirt,Other/Multi,0.0676532293416648,12
45446,Green River Trail,Paved,Other/Multi,0.337629378766484,12
45447,Green River Trail,Paved,Other/Multi,0.30687501669021,12
45448,Green River Trail,Paved,Other/Multi,0.232220151211574,12
45449,Green River Trail,Paved,Other/Multi,1.49676189621156,12
45450,Green River Trail,Paved,Other/Multi,0.697173376961812,12
45451,Green River Trail,Paved,Other/Multi,0.251091320526769,12
45452,Green River Trail,Paved,Other/Multi,0.796489182245709,12
45453,Green River Trail,Paved,Other/Multi,1.35978203461164,12
45454,Green River Trail,Paved,Other/Multi,0.395297024158698,12
45455,Green River Trail,Paved,Other/Multi,0.424378460110055,12
45456,Green River Trail,Paved,Other/Multi,0.386020654845161,12
45457,Green River Trail,Paved,Other/Multi,0.299942750132337,12
45459,Green River Trail,Paved,Other/Multi,3.56609600490038,12
45526,Green River Trail,Paved,Other/Multi,0.490557433773271,12
45527,Green River Trail,Paved,Other/Multi,2.12181433965327,12
45542,The Rainier Trail,Other,Hiking/Walking,0.540549429680545,12
45543,520 Connection,Paved,Hiking/Walking,0.463592597335045,12
45545,Eastrail,Native/Dirt,Hiking/Walking,0.919526834344058,10
45546,State Trail,Paved,Hiking/Walking,0.121663816413506,8
45547,520 Spurs,Paved,Hiking/Walking,0.540949451837825,12
45548,State Trail,Paved,Hiking/Walking,0.359532780926852,8
45550,1st Ave Bridge Trail,Paved,Hiking/Walking,0.826824825692536,8
45551,North Creek Trail/SR522 UW Campus Trail,Paved,Hiking/Walking,0.155106021571069,8
45553,SR 520 Trail,Paved,Hiking/Walking,6.68685326756706,12
45554,Tolt Pipeline Trail,Native/Dirt,Hiking/Walking,9.94328956689107,20
45555,North Creek Trail/SR522 UW Campus Trail,Paved,Hiking/Walking,2.87527238103097,8
45556,State Trail,Paved,Hiking/Walking,0.148782363412671,8
45557,Access to Hospital,Paved,Hiking/Walking,0.180292854723452,8
45558,Duwamish Trail,Paved,Hiking/Walking,2.06909303459804,8
45560,Lake Washington Loop Trail,Paved,Hiking/Walking,0.386860022632383,10
45561,SR 520 Trail/Sidewalk,Paved,Hiking/Walking,0.647258109967021,10
45562,Tolt Pipeline Trail,Native/Dirt,Hiking/Walking,5.09984206847759,20
45563,I 90 Trail,Paved,Hiking/Walking,4.23382341690722,8
45566,State Trail,Paved,Hiking/Walking,0.0762349811537151,8
45567,State Trail,Paved,Hiking/Walking,0.434971179181106,8
45568,Factoria Trail,Paved,Hiking/Walking,0.503321240152241,10
45569,Shorewood Dr Bridge,Paved,Hiking/Walking,0.108126223491745,8
45570,Access to 520 Trail,Paved,Hiking/Walking,0.102396280443199,12
45572,NE 80th Ped Bridge,Paved,Hiking/Walking,0.159873830984903,8
45573,I 90 Trail,Paved,Hiking/Walking,2.96960721531764,8
45575,State Trail,Paved,Hiking/Walking,0.371452049161493,10
45577,NE 100th Ped Bridge,Paved,Hiking/Walking,0.10113647513578,14
45578,N Mercer Way Bridge,Paved,Hiking/Walking,0.132961877494054,8
45579,Issaquah-Preston Trail,Native/Dirt,Hiking/Walking,7.74845596807663,12
45581,Points Loop Trail,Paved,Hiking/Walking,0.570981765238422,10
45582,State Trail,Paved,Hiking/Walking,0.299000341557451,4
45585,NE 85th Park and Ride Trail,Paved,Hiking/Walking,0.236415505858643,4
45586,State Trail,Paved,Hiking/Walking,0.171901589382586,8
45588,I 90 Trail Crossing MP13.04,Paved,Hiking/Walking,1.76852036581937,8
45590,520 Trail,Paved,Hiking/Walking,0.141712298723934,10
45591,State Trail,Paved,Hiking/Walking,0.0883035681196292,8
45592,E Mercer Way Bridge,Paved,Hiking/Walking,0.226466202458657,8
45595,Access to East Rail Corridor Trail,Paved,Hiking/Walking,0.216740505389157,8
45597,520 Spurs,Paved,Hiking/Walking,0.275008868935994,12
45598,Access to 520 Trail,Paved,Hiking/Walking,0.0853245439568005,12
45601,State Trail,Paved,Hiking/Walking,0.0445757794285958,8
45602,I 90 Trail,Paved,Hiking/Walking,0.706942158521664,8
45603,520 Spurs,Paved,Hiking/Walking,0.442619799181608,12
45604,148th Bridge Overcrossing,Paved,Hiking/Walking,0.50662489570037,6
45607,NE 60th Ped Bridge,Paved,Hiking/Walking,0.156351576475198,10
45610,SR 520 Trail,Paved,Hiking/Walking,7.53785920092117,12
45611,Mountains to Sound Connection,Paved,Hiking/Walking,2.0084509621968,10
45612,I 90 Trail,Paved,Hiking/Walking,0.75603512377062,8
45614,State Trail,Paved,Hiking/Walking,0.0776857451227122,8
45615,Overlake Transit Center,Paved,Hiking/Walking,0.193610630099124,12
45616,Bike Path Connector,Paved,Hiking/Walking,0.535746606529629,16
45617,State Trail,Paved,Hiking/Walking,0.528463605194227,12
45618,I 90 Trail,Paved,Hiking/Walking,2.44250216356591,8
49954,520 Trail,Paved,Hiking/Walking,0.0968767475576464,10
49955,520 Trail,Paved,Hiking/Walking,6.85904640417499e-6,10
49971,I 90 Trail,Paved,Hiking/Walking,2.96960721531764,8
50403,Deering Wildflower Acres Trails,Native/Dirt,Hiking/Walking,0.264699181555072,2
50404,Deering Wildflower Acres Trails,Native/Dirt,Hiking/Walking,0.0480110032314911,2
50405,Deering Wildflower Acres Trails,Wood/Boardwalk,Hiking/Walking,0.0234121205140289,4
50406,Deering Wildflower Acres Trails,Native/Dirt,Hiking/Walking,0.0527523085397742,2
50407,Deering Wildflower Acres Trails,Native/Dirt,Hiking/Walking,0.0250376894324098,2
50408,Deering Wildflower Acres Trails,Wood/Boardwalk,Hiking/Walking,0.00632426819047093,4
50409,Deering Wildflower Acres Trails,Wood/Boardwalk,Hiking/Walking,0.0186574079277196,4
50410,Deering Wildflower Acres Trails,Wood/Boardwalk,Hiking/Walking,0.00434427483854219,4
50411,Deering Wildflower Acres Trails,Native/Dirt,Hiking/Walking,0.0607492646072622,2
50412,Deering Wildflower Acres Trails,Native/Dirt,Hiking/Walking,0.0336729038234716,2
50413,Deering Wildflower Acres Trails,Wood/Boardwalk,Hiking/Walking,0.00617543796623838,4
50414,Deering Wildflower Acres Trails,Native/Dirt,Hiking/Walking,0.0332181218995678,2
50415,Deering Wildflower Acres Trails,Native/Dirt,Hiking/Walking,0.067294718637307,2
50416,Deering Wildflower Acres Trails,Native/Dirt,Hiking/Walking,0.128108319040989,2
50417,Deering Wildflower Acres Trails,Wood/Boardwalk,Hiking/Walking,0.0100522564731492,4
50418,Deering Wildflower Acres Trails,Native/Dirt,Hiking/Walking,0.0974502057778197,2
50419,Deering Wildflower Acres Trails,Wood/Boardwalk,Hiking/Walking,0.00446167664310543,4
50420,Kiwanis Park Trail,Paved,Hiking/Walking,0.446494327525983,4.5
50421,Verda Ridge Park Walkway,Paved,Hiking/Walking,0.201597557714822,6
50422,Northpointe Park Trails,Paved,Hiking/Walking,0.048109774590053,13
50423,Northpointe Park Trails,Gravel/Crushed,Hiking/Walking,0.039909682944241,4
50424,Northpointe Park Trails,Gravel/Crushed,Hiking/Walking,0.0361458093824446,8
50425,Northpointe Park Trails,Gravel/Crushed,Hiking/Walking,0.871608776050416,10
50426,Northpointe Park Trails,Paved,Hiking/Walking,0.146332954867979,4
50427,Doleshel Park Trails,Wood/Boardwalk,Hiking/Walking,0.255840767431972,8
50428,Doleshel Park Trails,Wood/Boardwalk,Hiking/Walking,0.00566820567228194,6
50429,Doleshel Park Trails,Native/Dirt,Hiking/Walking,0.153775454764797,6
50430,Strawberry Fields Trails,Paved,Hiking/Walking,0.104087111448389,7
50431,Deering Wildflower Acres Trails,Native/Dirt,Hiking/Walking,0.210914154373219,2
50432,Deering Wildflower Acres Trails,Native/Dirt,Hiking/Walking,0.181152761234659,2
50433,Deering Wildflower Acres Trails,Native/Dirt,Hiking/Walking,0.189334240780176,2
50434,Deering Wildflower Acres Trails,Native/Dirt,Hiking/Walking,0.070617570944781,2
50435,Foothills Park Trail,Wood/Boardwalk,Hiking/Walking,0.0124550920857695,4
50436,Foothills Park Trail,Gravel/Crushed,Hiking/Walking,0.136161003355097,6
50437,Foothills Park Trail,Paved,Hiking/Walking,0.0765330851995398,12
50438,Foothills Park Trail,Gravel/Crushed,Hiking/Walking,0.122350122139747,8
50439,Foothills Park Trail,Gravel/Crushed,Hiking/Walking,0.156598356727927,4
50440,Deering Wildflower Acres Trails,Native/Dirt,Hiking/Walking,0.0233474910687878,2
50441,Harbor View Park Trail,Wood/Boardwalk,Hiking/Walking,0.00687163514029275,8
50442,Harbor View Park Trail,Paved,Hiking/Walking,0.34655398263132,8
50443,Harbor View Park Trail,Paved,Hiking/Walking,0.0622790969923644,6
50444,Harbor View Park Trail,Native/Dirt,Hiking/Walking,0.183412118625307,8
50445,Foothills Park Trail,Gravel/Crushed,Hiking/Walking,0.246708678430731,5
50446,Allen Creek Trail,Paved,Hiking/Walking,0.179693068853131,8
50447,Allen Creek Trail,Wood/Boardwalk,Hiking/Walking,0.00787421816013018,6
50448,57th Drive Connector,Paved,Hiking/Walking,0.0147781006039814,6
50449,Jennings Park Trails,Native/Dirt,Hiking/Walking,0.230033666848672,3
50450,Jennings Park Trails,Wood/Boardwalk,Hiking/Walking,0.187003734878241,3.5
50451,Jennings Park Trails,Wood/Boardwalk,Hiking/Walking,0.169356910490671,4.5
50452,Jennings Park Trails,Paved,Hiking/Walking,0.113868636892181,5
50453,Jennings Park Trails,Gravel/Crushed,Hiking/Walking,0.0564645460939822,2
50454,Jennings Park Trails,Gravel/Crushed,Hiking/Walking,0.179417415669332,10
50455,Jennings Park Trails,Gravel/Crushed,Hiking/Walking,0.0943976501098199,6
50456,Jennings Park Trails,Gravel/Crushed,Hiking/Walking,0.016890942189587,3
50457,Jennings Park Trails,Native/Dirt,Hiking/Walking,0.11208868145943,6
50458,Jennings Park Trails,Paved,Hiking/Walking,0.643685160307732,6
50459,Jennings Park Trails,Wood/Boardwalk,Hiking/Walking,0.0160182058124135,6
50460,Jennings Park Trails,Gravel/Crushed,Hiking/Walking,0.0134141298315982,6
50461,Tuscany Ridge Park,Paved,Hiking/Walking,0.150699663726029,6
50462,Ebey Trail,Paved,Hiking/Walking,2.18962218955485,12
50463,Ebey Trail,Paved,Hiking/Walking,0.111692111551246,10
50464,Strawberry Fields Trails,Native/Dirt,Hiking/Walking,3.41004890703901,10
50465,Harbor View Park Trail,Paved,Hiking/Walking,0.66112213567348,10
50466,Centennial Trail Connector,Paved,Hiking/Walking,1.98187670668593,16
50467,Harbor View Park Trail,Paved,Hiking/Walking,0.550425933087498,8
50468,Jennings Park Trails,Gravel/Crushed,Hiking/Walking,0.0230598387541911,2
50469,Allen Creek Trail,Paved,Hiking/Walking,0.238420980191139,8
50470,Olympic View Park,Paved,Hiking/Walking,0.0236342620999375,7
50471,Library Trail,Paved,Hiking/Walking,0.270062783500217,6
50472,54th Drive Connector,Paved,Hiking/Walking,0.0718402503213362,5
50473,Ebey Waterfront Park Trail,Paved,Hiking/Walking,0.24212186514176,6
50474,Shasta Ridge Park Walkway,Paved,Hiking/Walking,0.12385012270047,5
50475,Ebey Overlook Trail,Paved,Hiking/Walking,0.0962566391462645,7
50476,Bayview Trail,Paved,Hiking/Walking,1.99309366207582,10
50477,First Street By-Pass Trail,Paved,Hiking/Walking,0.763247407728818,12
50478,Olympic View South,Paved,Hiking/Walking,0.226098113355447,12
50479,Jennings Park Trails,Gravel/Crushed,Hiking/Walking,0.207032007862201,10
50480,Jennings Park Trails,Gravel/Crushed,Hiking/Walking,0.121743290551447,6
50481,Jennings Park Trails,Paved,Hiking/Walking,0.053046717028529,6
53606,Twin Bridge Ped Path,Paved,Hiking/Walking,1.6006684139434,3
53612,Chuckanut Mountain,Other,Hiking/Walking,0.203981401658041,3
53613,Chuckanut Mountain,Native/Dirt,Hiking/Walking,0.363760368895892,2
53614,Chuckanut Mountain,Native/Dirt,Hiking/Walking,2.02315895906604,2
53977,Rosewood,Other,Hiking/Walking,0.0341783012093821,6
53978,Division Street Park,Paved,Hiking/Walking,0.157815951345548,7
53979,Spinnaker Cove,Paved,Hiking/Walking,0.0861517027395489,10
53980,Riverbend Loop Trail,Paved,Hiking/Walking,0.367810435179817,5
53981,Skagit Valley Playfields Trail,Other,Hiking/Walking,1.39478305714005,8
53982,Skagit Valley Playfields Trail,Paved,Hiking/Walking,0.465807097689263,10
53983,Trumpeter Trail,Paved,Hiking/Walking,0.393334850121583,15
53984,Trumpeter Trail,Paved,Hiking/Walking,0.422604858375456,12
53985,Maddox Creek Trail,Paved,Hiking/Walking,0.189528067727226,12
53986,Stonebridge/Trumpeter Trail,Paved,Hiking/Walking,0.0792244205739788,20
53987,Skagit Riverwalk Trail,Paved,Hiking/Walking,0.233589458884316,8
53988,Kulshan Trail,Paved,Hiking/Walking,0.0507731289764637,12
53989,Monarch Trail East,Wood/Boardwalk,Hiking/Walking,0.250989044976638,7
53990,Skagit Trail East,Wood/Boardwalk,Hiking/Walking,0.197872074622955,7
53991,Monarch Trail East,Wood/Boardwalk,Hiking/Walking,0.182764786618109,7
53992,Valley View Loop,Wood/Boardwalk,Hiking/Walking,0.154235272461011,7
53993,Highlands Loop Trail,Wood/Boardwalk,Hiking/Walking,0.0918559380266018,6
53994,Highlands Loop Trail,Wood/Boardwalk,Hiking/Walking,0.195467191634007,6
53995,Highlands Loop Trail,Wood/Boardwalk,Hiking/Walking,0.159902071046057,6
53996,Mt Baker Loop Trail,Wood/Boardwalk,Hiking/Walking,0.14163440081276,6
54000,Razor Peak Trail,Wood/Boardwalk,Hiking/Walking,0.213270288775596,6
54001,Buckhorn Trail,Other,Hiking/Walking,0.114167374397483,7
54002,Trumpeter Trail,Paved,Hiking/Walking,0.093748216518784,6
54003,Trumpeter Trail,Paved,Hiking/Walking,0.18133290581695,7
54004,Eaglemont,Paved,Hiking/Walking,0.0582236392732963,8
54005,Eaglemont Neighborhood Path,Other,Hiking/Walking,0.296813921609579,6
54006,Beaver Pond Park Trail,Paved,Hiking/Walking,0.0725333652451985,20
54008,Skagit Riverwalk Trail,Paved,Hiking/Walking,0.470135179336197,20
54043,Woodridge Ave / Horizons St Connector,Paved,Hiking/Walking,0.065249437160487,5
54044,Trumpeter Trail,Paved,Hiking/Walking,0.565406049916136,12
54047,College Way,Paved,Hiking/Walking,0.307654516702414,12
54048,North 30th Street,Paved,Hiking/Walking,0.735049872416258,10
54049,Brittwood Connector,Paved,Hiking/Walking,0.0460745448523377,5
54051,Edgewater Park Path,Paved,Hiking/Walking,0.262816981349955,8
54052,Kulshan Trail,Paved,Hiking/Walking,0.690851131933887,12
54053,Kulshan Trail,Paved,Hiking/Walking,3.10091139165372,10
54054,North 30th Street,Paved,Hiking/Walking,1.17502851216156,10
54055,Firwood Connector,Other,Hiking/Walking,0.0206550452811183,6
54056,Highland Greens,Paved,Hiking/Walking,0.0566781438737047,10
54057,Summersun Neighborhood Path,Paved,Hiking/Walking,0.360801237992952,8
54058,Summersun Neighborhood Path,Paved,Hiking/Walking,0.0317673189639101,6
54059,Spinnaker Cove,Paved,Hiking/Walking,0.0391151567071336,10
54061,Panorama Trail,Paved,Hiking/Walking,0.077841938294952,5
54062,West Valley View Trail,Paved,Hiking/Walking,0.13706847482084,5
54063,Valley View Loop,Paved,Hiking/Walking,0.124957034594535,5
54064,East Valley View Trail,Wood/Boardwalk,Hiking/Walking,0.133765335955085,6
54065,Skagit Highlands Neighborhood Path,Paved,Hiking/Walking,0.0694513396383746,12
54066,Thunderbird Creek Neighborhood Trail,Paved,Hiking/Walking,0.0834327959110915,10
54067,Bakerview Wetlands Trail,Paved,Hiking/Walking,0.232529057205066,7
54068,Bakerview Wetlands Trail,Paved,Hiking/Walking,0.150325681274762,8
54069,Bakerview Park,Paved,Hiking/Walking,0.25354222728184,8
54070,Cedar Heights,Other,Hiking/Walking,0.393846588526872,6
54074,Cedar Heights,Paved,Hiking/Walking,0.05345234769937,5
54075,Cedar Heights,Paved,Hiking/Walking,0.0534504442967627,5
54076,Cedar Heights,Paved,Hiking/Walking,0.0797886306013106,5
54077,Cedar Heights,Paved,Hiking/Walking,0.05336633751419,5
54078,Cedar Heights,Paved,Hiking/Walking,0.0454744928808728,5
54079,Cedar Heights,Paved,Hiking/Walking,0.0716441533608094,5
54080,Cedar Heights,Paved,Hiking/Walking,0.0798445822964667,5
54081,Cedar Heights,Paved,Hiking/Walking,0.0575666669982172,5
54082,Cedar Heights,Paved,Hiking/Walking,0.0428111568694133,5
54083,Cedar Heights,Paved,Hiking/Walking,0.0725148475945319,5
54084,Cedar Heights,Paved,Hiking/Walking,0.112980321588716,5
54086,North 30th Street,Paved,Hiking/Walking,0.405700267289526,10
54093,North 14th Street,Paved,Hiking/Walking,0.173424971136823,10
54094,Kiwanis Park Trail,Paved,Hiking/Walking,0.191428170415118,8
54095,Kiwanis Park Boardwalk,Other,Hiking/Walking,0.286515816019416,5
54101,Woodside Neighborhood Path,Paved,Hiking/Walking,0.0490257940105759,5
54102,Skagit Highlands Neighborhood Park,Paved,Hiking/Walking,0.56635164650676,8
54103,Maddox Creek Trail,Paved,Hiking/Walking,0.182058857734568,12
54105,Maddox Creek Trail,Paved,Hiking/Walking,0.0508062783729528,11
54106,Skagit Highlands Detention Pond,Other,Hiking/Walking,0.259217712869804,15
54107,Woodside Neighborhood Path,Other,Hiking/Walking,0.126889477924166,6
54108,Woodside Neighborhood Path,Other,Hiking/Walking,0.157451814290256,6
54109,Woodside Neighborhood Path,Other,Hiking/Walking,0.225137148594592,5
54110,Montreaux West Neighborhood Path,Paved,Hiking/Walking,0.123920173695891,4
54111,Hillcrest Park,Paved,Hiking/Walking,0.0419328594307058,5
54112,Hillcrest Park,Paved,Hiking/Walking,0.031354660482828,4
54113,Hillcrest Park,Paved,Hiking/Walking,0.0142110960987799,4
54114,Hillcrest Park,Paved,Hiking/Walking,0.0330147953222678,4
54115,Hillcrest Park,Paved,Hiking/Walking,0.0189325050409385,5
54116,Hillcrest Park,Paved,Hiking/Walking,0.0402521772106593,12
54117,Hillcrest Park,Paved,Hiking/Walking,0.245311049071585,12
54118,Hillcrest Park,Paved,Hiking/Walking,0.0243009232851327,5
54119,Hillcrest Park,Paved,Hiking/Walking,0.0285236255480071,5
54120,Hillcrest Park,Paved,Hiking/Walking,0.016778816131562,8
54121,Hillcrest Park,Paved,Hiking/Walking,0.0593360823534361,5
54122,Hillcrest Park,Paved,Hiking/Walking,0.00769810631926293,5
54123,Hillcrest Park,Paved,Hiking/Walking,0.00797035787606418,4
54124,Hillcrest Park,Paved,Hiking/Walking,0.00747631103662095,5
54125,Hillcrest Park,Paved,Hiking/Walking,0.0117479797390042,3
54126,Hillcrest Park,Native/Dirt,Hiking/Walking,0.0666917769970699,3
54127,Hillcrest Park,Native/Dirt,Hiking/Walking,0.0429829183005974,3
54128,Hillcrest Park,Native/Dirt,Hiking/Walking,0.0453136669476912,3
54129,Hillcrest Park,Native/Dirt,Hiking/Walking,0.0454208226079593,3
54130,Hillcrest Park,Native/Dirt,Hiking/Walking,0.0303546131773717,3
54131,Hillcrest Park,Native/Dirt,Hiking/Walking,0.0162162165977785,3
54132,Hillcrest Park,Native/Dirt,Hiking/Walking,0.0468811588034356,3
54133,Hillcrest Park,Native/Dirt,Hiking/Walking,0.0833659561767702,3
54134,Hillcrest Park,Native/Dirt,Hiking/Walking,0.0324159717172847,3
54135,Hillcrest Park,Native/Dirt,Hiking/Walking,0.0994726992183173,3
54136,Hillcrest Park,Native/Dirt,Hiking/Walking,0.154554261634739,3
54137,Hillcrest Park,Native/Dirt,Hiking/Walking,0.0699677077730933,3
54138,Hillcrest Park,Native/Dirt,Hiking/Walking,0.258132020880526,3
54139,Hillcrest Park,Paved,Hiking/Walking,0.0200445679860573,4
54140,Hillcrest Park,Paved,Hiking/Walking,0.00602554763103606,4
54141,Hillcrest Park,Paved,Hiking/Walking,0.031315946908154,4
54142,Hillcrest Park,Paved,Hiking/Walking,0.0277435216103062,4
54143,Hillcrest Park,Paved,Hiking/Walking,0.0700520940660876,5
54144,Hillcrest Park,Paved,Hiking/Walking,0.0393725767529668,3
54145,Hillcrest Park,Paved,Hiking/Walking,0.0048951067167469,3
54146,Hillcrest Park,Native/Dirt,Hiking/Walking,0.0452743991958521,3
54147,Hillcrest Park,Native/Dirt,Hiking/Walking,0.0368798533869144,3
54148,Hillcrest Park,Native/Dirt,Hiking/Walking,0.0393837331667881,3
54149,Hillcrest Park,Native/Dirt,Hiking/Walking,0.027741797079907,3
54150,Hillcrest Park,Native/Dirt,Hiking/Walking,0.0377596588938292,3
54151,Hillcrest Park,Native/Dirt,Hiking/Walking,0.0307690640114461,3
54152,Hillcrest Park,Native/Dirt,Hiking/Walking,0.0473372607576976,3
54153,Hillcrest Park,Native/Dirt,Hiking/Walking,0.0371021099685796,3
54154,Hillcrest Park,Native/Dirt,Hiking/Walking,0.0374463013840083,3
54155,Hillcrest Park,Native/Dirt,Hiking/Walking,0.0311012145734957,3
54156,Hillcrest Park,Native/Dirt,Hiking/Walking,0.0557437797849713,3
54157,Hillcrest Park,Native/Dirt,Hiking/Walking,0.0201727727598615,3
54158,Hillcrest Park,Native/Dirt,Hiking/Walking,0.0349840480913399,3
54159,Hillcrest Park,Native/Dirt,Hiking/Walking,0.0130580480041756,3
54160,Hillcrest Park,Native/Dirt,Hiking/Walking,0.0131459228444195,3
54161,Hillcrest Park,Native/Dirt,Hiking/Walking,0.0155397578175539,3
54162,Hillcrest Park,Native/Dirt,Hiking/Walking,0.0147459718581533,3
54163,Hillcrest Park,Native/Dirt,Hiking/Walking,0.0486828767464311,3
54166,Skagit Highlands Neighborhood Park,Wood/Boardwalk,Hiking/Walking,0.251328047029056,8
54167,Skagit Highlands Neighborhood Park,Paved,Hiking/Walking,0.104727042634441,8
54178,Buckhorn Trail,Wood/Boardwalk,Hiking/Walking,0.019268776273387,7
54181,Skagit Trail East,Other,Hiking/Walking,0.00605023980287789,5
54182,Skagit Trail West,Wood/Boardwalk,Hiking/Walking,0.175564483455171,6
54183,Mt Baker Loop Trail,Wood/Boardwalk,Hiking/Walking,0.424266431727762,6
54186,Skagit Highlands Neighborhood Park,Paved,Hiking/Walking,0.0342580970935405,8
54187,Monarch Trail West,Wood/Boardwalk,Hiking/Walking,0.173249031896604,8
54188,Twin Brooks Neighborhood Path,Other,Hiking/Walking,0.00685044766144263,12
54189,Skagit Highlands Neighborhood Path,Wood/Boardwalk,Hiking/Walking,0.00552586409895023,8
54190,Skagit Highlands Neighborhood Path,Wood/Boardwalk,Hiking/Walking,0.0044257047051454,12
54191,Maddox Creek Trail,Paved,Hiking/Walking,0.0428791459773479,11
54203,Valley View Loop,Paved,Hiking/Walking,0.0725824050604083,6
54209,Mt Baker Loop Trail,Other,Hiking/Walking,0.165633477394649,6
54210,Monarch Trail West,Wood/Boardwalk,Hiking/Walking,0.0314013939606053,8
54211,Skagit Trail West,Wood/Boardwalk,Hiking/Walking,0.0470317711190262,8
54217,North 14th Street,Paved,Hiking/Walking,0.0673174727177031,12
54218,North 14th Street,Paved,Hiking/Walking,0.118028133708785,6
54220,Lions Park North,Paved,Hiking/Walking,0.164926317137869,8
54221,Lions Park North,Paved,Hiking/Walking,0.0148277986332499,7
54222,Lions Park North,Other,Hiking/Walking,0.714186750150894,7
54223,Lions Park North,Other,Hiking/Walking,0.0854518005515423,7
54224,Lions Park North,Other,Hiking/Walking,0.156574848591053,7
54245,Riverbend Loop Trail,Other,Hiking/Walking,0.0620793907962209,5
54246,Skagit Riverwalk Trail,Paved,Hiking/Walking,0.324504535022622,14
54247,Riverwalk Trail,Paved,Hiking/Walking,0.0555157094809227,10
54249,Bakerview Park,Paved,Hiking/Walking,0.274028183153002,10
