objectid,trail_name,county,region,is_motorized,segment_length_miles
45402,Al Davis,Thurston,Western WA,Motorized,0.0162169339170963
45403,Waddell Basin East,Thurston,Western WA,Motorized,0.242359461071817
45404,Al Davis,Thurston,Western WA,Motorized,1.03495898495376
45405,Al Davis,Thurston,Western WA,Motorized,0.0282529692263029
45406,Al Davis,Thurston,Western WA,Motorized,0.483153888771678
45407,Waddell Basin West,Thurston,Western WA,Motorized,3.2372547234342
45408,Quarry,Thurston,Western WA,Motorized,1.76790575323612
45409,Slide,Thurston,Western WA,Motorized,2.98995864426059
45410,Waddell Basin West,Thurston,Western WA,Motorized,1.35089456496343
45411,Waddell Basin West,Thurston,Western WA,Motorized,0.920149635819265
45412,Twin Peaks,Thurston,Western WA,Motorized,0.179096318664808
45413,Capitol Peak,Thurston,Western WA,Motorized,1.64850972891455
45414,Twin Peaks,Thurston,Western WA,Motorized,0.00361204171431307
45415,Twin Peaks,Thurston,Western WA,Motorized,0.834115598687966
45416,Rock Candy,Thurston,Western WA,Motorized,2.75454547737915
45417,Rock Candy,Thurston,Western WA,Motorized,0.28302935556502
45418,Porter Tie,Grays Harbor/Thurston,Western WA,Non-Motorized,1.40589353801727
45419,Porter,Grays Harbor/Thurston,Western WA,Non-Motorized,2.05142096073961
45420,Greenline,Thurston,Western WA,Non-Motorized,2.01844358502194
45421,Greenline Climbing,Thurston,Western WA,Non-Motorized,2.25981422260337
45422,Divide Trail North,Thurston,Western WA,Motorized,1.520006421908
45423,Fuzzy Top,Grays Harbor/Thurston,Western WA,Non-Motorized,0.0422483013686173
45424,Briscoe Park Trails,King,Western WA,Non-Motorized,0.181069582300872
45425,Clark Lake Trail,King,Western WA,Non-Motorized,1.0756720920826
45426,Lake Fenwick Pedestrian Trail,King,Western WA,Non-Motorized,0.330801194448767
45427,Lake Fenwick Pedestrian Trail,King,Western WA,Non-Motorized,0.622260334170252
45428,Lake Fenwick Pedestrian Trail,King,Western WA,Non-Motorized,0.242030703279678
45429,Lake Fenwick Pedestrian Trail,King,Western WA,Non-Motorized,0.787839788873153
45430,Lake Fenwick Pedestrian Trail,King,Western WA,Non-Motorized,0.365897280329014
45431,Lake Fenwick Pedestrian Trail,King,Western WA,Non-Motorized,0.14952490305262
45432,Lake Fenwick Pedestrian Trail,King,Western WA,Non-Motorized,0.781063583146674
45433,Lake Fenwick Pedestrian Trail,King,Western WA,Non-Motorized,0.025431245770467
45434,Earthworks Trail,King,Western WA,Non-Motorized,0.702766930186573
45435,Earthworks Trail,King,Western WA,Non-Motorized,0.0104433261633035
45436,Mill Creek Canyon Trail,King,Western WA,Non-Motorized,0.29951520530713
45437,Mill Creek Canyon Trail,King,Western WA,Non-Motorized,0.0641776359228655
45438,Green River Trail,King,Western WA,Non-Motorized,0.0876982295882699
45439,Green River Trail,King,Western WA,Non-Motorized,0.214919528728408
45440,Green River Trail,King,Western WA,Non-Motorized,0.0582752479850346
45441,Interurban Trail,King,Western WA,Non-Motorized,9.02368255889722
45442,Green River Trail,King,Western WA,Non-Motorized,1.95023179718138
45443,Green River Trail,King,Western WA,Non-Motorized,0.190609029983004
45444,Green River Trail,King,Western WA,Non-Motorized,1.13206409729531
45445,Green River Trail,King,Western WA,Non-Motorized,0.0676532293416648
45446,Green River Trail,King,Western WA,Non-Motorized,0.337629378766484
45447,Green River Trail,King,Western WA,Non-Motorized,0.30687501669021
45448,Green River Trail,King,Western WA,Non-Motorized,0.232220151211574
45449,Green River Trail,King,Western WA,Non-Motorized,1.49676189621156
45450,Green River Trail,King,Western WA,Non-Motorized,0.697173376961812
45451,Green River Trail,King,Western WA,Non-Motorized,0.251091320526769
45452,Green River Trail,King,Western WA,Non-Motorized,0.796489182245709
45453,Green River Trail,King,Western WA,Non-Motorized,1.35978203461164
45454,Green River Trail,King,Western WA,Non-Motorized,0.395297024158698
45455,Green River Trail,King,Western WA,Non-Motorized,0.424378460110055
45456,Green River Trail,King,Western WA,Non-Motorized,0.386020654845161
45457,Green River Trail,King,Western WA,Non-Motorized,0.299942750132337
45458,Mill Creek Canyon Trail,King,Western WA,Non-Motorized,1.64614418219109
45459,Green River Trail,King,Western WA,Non-Motorized,3.56609600490038
45460,Frager Road Trail,King,Western WA,Non-Motorized,2.2238857725942
45461,Earthworks Trail,King,Western WA,Non-Motorized,0.0527578110242121
45462,Earthworks Trail,King,Western WA,Non-Motorized,0.148167734173149
45463,Lake Fenwick Pedestrian Trail,King,Western WA,Non-Motorized,0.0476282453453451
45464,Lake Fenwick Pedestrian Trail,King,Western WA,Non-Motorized,0.0407832458340168
45465,Lake Fenwick Pedestrian Trail,King,Western WA,Non-Motorized,0.0694350860554059
45466,Lake Fenwick Pedestrian Trail,King,Western WA,Non-Motorized,0.191036299683524
45467,Clark Lake Trail,King,Western WA,Non-Motorized,0.275065117810142
45468,Clark Lake Trail,King,Western WA,Non-Motorized,0.0283587884975543
45469,Clark Lake Trail,King,Western WA,Non-Motorized,0.20033787868499
45470,Clark Lake Trail,King,Western WA,Non-Motorized,0.391971623756678
45471,Clark Lake Trail,King,Western WA,Non-Motorized,0.0177073495966302
45472,Clark Lake Trail,King,Western WA,Non-Motorized,0.0335822456838759
45473,Clark Lake Trail,King,Western WA,Non-Motorized,0.409172354641983
45474,Clark Lake Trail,King,Western WA,Non-Motorized,0.125286759251337
45475,Clark Lake Trail,King,Western WA,Non-Motorized,0.0612874409433845
45476,Clark Lake Trail,King,Western WA,Non-Motorized,0.0325582101203402
45477,Clark Lake Trail,King,Western WA,Non-Motorized,0.13570999675826
45478,Clark Lake Trail,King,Western WA,Non-Motorized,0.0504469188125722
45479,Clark Lake Trail,King,Western WA,Non-Motorized,0.135191947312543
45480,Clark Lake Trail,King,Western WA,Non-Motorized,0.134003476185646
45481,Clark Lake Trail,King,Western WA,Non-Motorized,0.21067453512322
45482,Clark Lake Trail,King,Western WA,Non-Motorized,0.057571484813844
45483,Clark Lake Trail,King,Western WA,Non-Motorized,0.024207305933858
45484,Clark Lake Trail,King,Western WA,Non-Motorized,0.023478981106291
45485,Clark Lake Trail,King,Western WA,Non-Motorized,0.0506033355154853
45486,Clark Lake Trail,King,Western WA,Non-Motorized,0.0302822965289788
45487,Clark Lake Trail,King,Western WA,Non-Motorized,0.262932762123106
45488,Clark Lake Trail,King,Western WA,Non-Motorized,0.0615090026625751
45489,Clark Lake Trail,King,Western WA,Non-Motorized,0.0551413164534211
45490,Clark Lake Trail,King,Western WA,Non-Motorized,0.140628718625303
45491,Clark Lake Trail,King,Western WA,Non-Motorized,0.0939350005498731
45492,Clark Lake Trail,King,Western WA,Non-Motorized,0.0680904454948829
45493,Clark Lake Trail,King,Western WA,Non-Motorized,0.146499694241805
45494,Clark Lake Trail,King,Western WA,Non-Motorized,0.085619021516838
45495,Clark Lake Trail,King,Western WA,Non-Motorized,0.176294745216536
45496,Clark Lake Trail,King,Western WA,Non-Motorized,0.149674734594374
45497,Clark Lake Trail,King,Western WA,Non-Motorized,0.228260392949799
45498,Clark Lake Trail,King,Western WA,Non-Motorized,0.0226706031116468
45499,Clark Lake Trail,King,Western WA,Non-Motorized,0.362286797194426
45500,Clark Lake Trail,King,Western WA,Non-Motorized,0.0301563827165467
45501,Clark Lake Trail,King,Western WA,Non-Motorized,0.0534294179463714
45502,Clark Lake Trail,King,Western WA,Non-Motorized,0.234856483170817
45503,Clark Lake Trail,King,Western WA,Non-Motorized,0.082313568122321
45504,Clark Lake Trail,King,Western WA,Non-Motorized,0.0158774686789724
45505,Clark Lake Trail,King,Western WA,Non-Motorized,0.165252032270011
45506,Clark Lake Trail,King,Western WA,Non-Motorized,0.222058041961292
45507,Clark Lake Trail,King,Western WA,Non-Motorized,0.113718910934153
45508,Clark Lake Trail,King,Western WA,Non-Motorized,0.0532133615387728
45509,Clark Lake Trail,King,Western WA,Non-Motorized,0.0987594934958122
45510,Clark Lake Trail,King,Western WA,Non-Motorized,0.0329504403289923
45511,Clark Lake Trail,King,Western WA,Non-Motorized,0.0398382043013124
45512,Clark Lake Trail,King,Western WA,Non-Motorized,0.104774833725076
45513,Clark Lake Trail,King,Western WA,Non-Motorized,0.278308933883435
45514,Clark Lake Trail,King,Western WA,Non-Motorized,0.12271550945625
45515,Clark Lake Trail,King,Western WA,Non-Motorized,0.0317474033097365
45516,Clark Lake Trail,King,Western WA,Non-Motorized,0.171394489649478
45517,Clark Lake Trail,King,Western WA,Non-Motorized,0.107094267679578
45518,Clark Lake Trail,King,Western WA,Non-Motorized,0.123176541190467
45519,Clark Lake Trail,King,Western WA,Non-Motorized,0.0803837638041125
45520,Clark Lake Trail,King,Western WA,Non-Motorized,0.038952421862678
45521,Clark Lake Trail,King,Western WA,Non-Motorized,0.0305746739338349
45522,Clark Lake Trail,King,Western WA,Non-Motorized,0.014404277307789
45523,Clark Lake Trail,King,Western WA,Non-Motorized,0.0712694514417052
45524,Clark Lake Trail,King,Western WA,Non-Motorized,0.156552917425959
45525,Clark Lake Trail,King,Western WA,Non-Motorized,0.11677016248736
45526,Green River Trail,King,Western WA,Non-Motorized,0.490557433773271
45527,Green River Trail,King,Western WA,Non-Motorized,2.12181433965327
45528,Frager Road Trail,King,Western WA,Non-Motorized,4.01412782217436
45529,Frager Road Trail,King,Western WA,Non-Motorized,1.04541712586634
45530,Frager Road Trail,King,Western WA,Non-Motorized,0.283685831486056
45531,Frager Road Trail,King,Western WA,Non-Motorized,0.388656400323811
45532,Frager Road Trail,King,Western WA,Non-Motorized,0.119238333199896
45533,Frager Road Trail,King,Western WA,Non-Motorized,0.0793308435814034
45534,S 277th Corridor Trail,King,Western WA,Non-Motorized,1.86427709153975
45535,Lake Fenwick Pedestrian Trail,King,Western WA,Non-Motorized,0.075010273772225
45536,Clark Lake Trail,King,Western WA,Non-Motorized,0.0688528201969762
45537,Clark Lake Trail,King,Western WA,Non-Motorized,0.0376915670459426
45538,Clark Lake Trail,King,Western WA,Non-Motorized,0.0196055928598624
45539,Clark Lake Trail,King,Western WA,Non-Motorized,0.0564511278635908
45540,Clark Lake Trail,King,Western WA,Non-Motorized,0.0847476792713925
45541,Foothills Trail - White River Bridge,Pierce/King,Western WA,Non-Motorized,0.126616532536337
45542,The Rainier Trail,King,Western WA,Non-Motorized,0.540549429680545
45543,520 Connection,King,Western WA,Non-Motorized,0.463592597335045
45544,Interurban Trail,King,Western WA,Non-Motorized,0.0618869477152249
45545,Eastrail,King,Western WA,Non-Motorized,0.919526834344058
45546,State Trail,King,Western WA,Non-Motorized,0.121663816413506
45547,520 Spurs,King,Western WA,Non-Motorized,0.540949451837825
45548,State Trail,King,Western WA,Non-Motorized,0.359532780926852
45549,State Trail,King,Western WA,Non-Motorized,0.424547803714004
45550,1st Ave Bridge Trail,King,Western WA,Non-Motorized,0.826824825692536
45551,North Creek Trail/SR522 UW Campus Trail,King,Western WA,Non-Motorized,0.155106021571069
45552,Issaquah Boardwalk,King,Western WA,Non-Motorized,0.971223000569853
45553,SR 520 Trail,King,Western WA,Non-Motorized,6.68685326756706
45554,Tolt Pipeline Trail,King,Western WA,Non-Motorized,9.94328956689107
45555,North Creek Trail/SR522 UW Campus Trail,King,Western WA,Non-Motorized,2.87527238103097
45556,State Trail,King,Western WA,Non-Motorized,0.148782363412671
45557,Access to Hospital,King,Western WA,Non-Motorized,0.180292854723452
45558,Duwamish Trail,King,Western WA,Non-Motorized,2.06909303459804
45559,Cedar River Trail,King,Western WA,Non-Motorized,17.1573848209191
45560,Lake Washington Loop Trail,King,Western WA,Non-Motorized,0.386860022632383
45561,SR 520 Trail/Sidewalk,King,Western WA,Non-Motorized,0.647258109967021
45562,Tolt Pipeline Trail,King,Western WA,Non-Motorized,5.09984206847759
45563,I 90 Trail,King,Western WA,Non-Motorized,4.23382341690722
45564,I-5 Colonnade Path,King,Western WA,Non-Motorized,0.291178440468786
45565,State Trail,King,Western WA,Non-Motorized,0.125970441307825
45566,State Trail,King,Western WA,Non-Motorized,0.0762349811537151
45567,State Trail,King,Western WA,Non-Motorized,0.434971179181106
45568,Factoria Trail,King,Western WA,Non-Motorized,0.503321240152241
45569,Shorewood Dr Bridge,King,Western WA,Non-Motorized,0.108126223491745
45570,Access to 520 Trail,King,Western WA,Non-Motorized,0.102396280443199
45571,Snoqualmie Valley Trail,King,Western WA,Non-Motorized,0.0104118383584862
45572,NE 80th Ped Bridge,King,Western WA,Non-Motorized,0.159873830984903
45573,I 90 Trail,King,Western WA,Non-Motorized,2.96960721531764
45574,State Trail,King,Western WA,Non-Motorized,0.722201921500587
45575,State Trail,King,Western WA,Non-Motorized,0.371452049161493
45576,Lake Washington Trail,King,Western WA,Non-Motorized,1.09818868711928
45577,NE 100th Ped Bridge,King,Western WA,Non-Motorized,0.10113647513578
45578,N Mercer Way Bridge,King,Western WA,Non-Motorized,0.132961877494054
45579,Issaquah-Preston Trail,King,Western WA,Non-Motorized,7.74845596807663
45580,Klickitat Dr over I5,King,Western WA,Non-Motorized,0.0701737729450717
45581,Points Loop Trail,King,Western WA,Non-Motorized,0.570981765238422
45582,State Trail,King,Western WA,Non-Motorized,0.299000341557451
45583,Snoqualmie Valley Trail,King,Western WA,Non-Motorized,15.5140130095289
45584,Centennial Trail,King,Western WA,Non-Motorized,1.31570157564119
45585,NE 85th Park and Ride Trail,King,Western WA,Non-Motorized,0.236415505858643
45586,State Trail,King,Western WA,Non-Motorized,0.171901589382586
45588,I 90 Trail Crossing MP13.04,King,Western WA,Non-Motorized,1.76852036581937
45589,State Trail,King,Western WA,Non-Motorized,0.497743670708639
45590,520 Trail,King,Western WA,Non-Motorized,0.141712298723934
45591,State Trail,King,Western WA,Non-Motorized,0.0883035681196292
45592,E Mercer Way Bridge,King,Western WA,Non-Motorized,0.226466202458657
45593,East Lake Sammamish Trail,King,Western WA,Non-Motorized,0.356265605887727
45594,Snoqualmie Valley Trail,King,Western WA,Non-Motorized,0.0143585903884537
45595,Access to East Rail Corridor Trail,King,Western WA,Non-Motorized,0.216740505389157
45596,Pickering Creek/Sammamish Trail,King,Western WA,Non-Motorized,2.03099768461876
45597,520 Spurs,King,Western WA,Non-Motorized,0.275008868935994
45598,Access to 520 Trail,King,Western WA,Non-Motorized,0.0853245439568005
45599,SR 520 Trail,King,Western WA,Non-Motorized,1.95760975524579
45600,Springbrook Trail,King,Western WA,Non-Motorized,0.194920050457285
45601,State Trail,King,Western WA,Non-Motorized,0.0445757794285958
45602,I 90 Trail,King,Western WA,Non-Motorized,0.706942158521664
45603,520 Spurs,King,Western WA,Non-Motorized,0.442619799181608
45604,148th Bridge Overcrossing,King,Western WA,Non-Motorized,0.50662489570037
45605,State Trail,King,Western WA,Non-Motorized,0.126050722388168
45606,State Trail,King,Western WA,Non-Motorized,0.479777018879549
45607,NE 60th Ped Bridge,King,Western WA,Non-Motorized,0.156351576475198
45608,Green River Trail,King,Western WA,Non-Motorized,3.11526925461233
45609,Lake Washington Trail,King,Western WA,Non-Motorized,0.698732498258007
45610,SR 520 Trail,King,Western WA,Non-Motorized,7.53785920092117
45611,Mountains to Sound Connection,King,Western WA,Non-Motorized,2.0084509621968
45612,I 90 Trail,King,Western WA,Non-Motorized,0.75603512377062
45613,Lake Washington / East Rail Corridor Trail,King,Western WA,Non-Motorized,9.83012866687636
45614,State Trail,King,Western WA,Non-Motorized,0.0776857451227122
45615,Overlake Transit Center,King,Western WA,Non-Motorized,0.193610630099124
45616,Bike Path Connector,King,Western WA,Non-Motorized,0.535746606529629
45617,State Trail,King,Western WA,Non-Motorized,0.528463605194227
45618,I 90 Trail,King,Western WA,Non-Motorized,2.44250216356591
45619,Deception Crags Climber's Trail,King,Western WA,Non-Motorized,0.305066721826716
45620,Squak Mountain Trails,King,Western WA,Non-Motorized,0.0697951998478083
45621,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.024729577423517
45622,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.0189910503891966
45623,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.133631466117004
45624,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.044487079400611
45625,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.14712537229898
45626,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.0967178048033836
45627,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.114166107139779
45628,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.0601429977753949
45629,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.207438072046228
45630,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.0155476331071714
45631,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.0195992495336836
45632,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.0571808244853178
45633,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.0557158303792784
45634,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.0187041617113173
45635,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.148914934472545
45636,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.0169313968099508
45637,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.0664396944339042
45638,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.172024275938291
45639,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.027361302887136
45640,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.121248765044027
45641,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.703242328652072
45642,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.435073870189429
45643,Boat Launch,King,Western WA,Non-Motorized,0.670539985758
45644,Jogger's Loop,King,Western WA,Non-Motorized,0.683345860654351
45645,Issaquah Creek,King,Western WA,Non-Motorized,1.93197976798121
45646,Orchard Loop,King,Western WA,Non-Motorized,0.0353859873090709
45647,Orchard Loop,King,Western WA,Non-Motorized,0.0488394558120111
45648,Orchard Loop Branch 4,King,Western WA,Non-Motorized,0.145662326735595
45649,Tibbetts Creek,King,Western WA,Non-Motorized,0.620897414207996
45650,Orchard Loop,King,Western WA,Non-Motorized,0.093332210477395
45651,Orchard Loop,King,Western WA,Non-Motorized,0.850865009689652
45652,Homestead,King,Western WA,Non-Motorized,0.809376532063018
45653,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.0338672708847974
45654,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.0116415340311133
45655,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.0591447397767795
45656,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.038511701324324
45657,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.0329604845523791
45658,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.0789624176474981
45659,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.0163067676364552
45660,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.0439285638960898
45661,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.0411335971945071
45662,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.0768293709046689
45663,Jogger's Loop,King,Western WA,Non-Motorized,0.0961798546111631
45664,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.0102222915649097
45665,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.0866562697405172
45666,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.0506005110152168
45667,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.132691683797401
45668,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.0264381773826891
45669,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.108169634668473
45670,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.282702167478829
45671,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.141426951052279
45672,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.104758021039095
45673,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.0477508894585452
45674,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.0131962084138189
45675,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.205502613645528
45676,Lake Sammamish Trails,King,Western WA,Non-Motorized,0.0465337602669856
45677,13,King,Western WA,Non-Motorized,0.377444353966555
45678,87,King,Western WA,Non-Motorized,0.0643436093448888
45679,87,King,Western WA,Non-Motorized,0.0850403411465964
45680,87,King,Western WA,Non-Motorized,0.132385157642988
45681,86,King,Western WA,Non-Motorized,0.00602969407244402
45682,87,King,Western WA,Non-Motorized,0.0100207182867366
45683,87,King,Western WA,Non-Motorized,0.0080515946053833
45684,77,King,Western WA,Non-Motorized,0.327522612567617
45685,99,King,Western WA,Non-Motorized,0.138829107613429
45686,100,King,Western WA,Non-Motorized,0.0281808693166549
45687,87,King,Western WA,Non-Motorized,0.398751205377404
45688,47,King,Western WA,Non-Motorized,0.266399035312075
45689,87,King,Western WA,Non-Motorized,0.0251625658320411
45690,87,King,Western WA,Non-Motorized,0.59188541915187
45691,117,King,Western WA,Non-Motorized,0.109449171915726
45692,87,King,Western WA,Non-Motorized,0.460350493936716
45693,13,King,Western WA,Non-Motorized,0.0624949007590918
45694,18,King,Western WA,Non-Motorized,0.0821670633085803
45695,23,King,Western WA,Non-Motorized,0.299529083327873
45696,27,King,Western WA,Non-Motorized,1.02440087822735
45697,27,King,Western WA,Non-Motorized,0.0650029259904459
45698,27,King,Western WA,Non-Motorized,0.0252247033390587
45699,28,King,Western WA,Non-Motorized,0.118357010693649
45700,28,King,Western WA,Non-Motorized,0.0204697477862398
45701,28,King,Western WA,Non-Motorized,0.0704533930294753
45702,28,King,Western WA,Non-Motorized,0.0139017043717485
45703,28,King,Western WA,Non-Motorized,0.0067951401507939
45704,103,King,Western WA,Non-Motorized,0.0332104829614931
45705,103,King,Western WA,Non-Motorized,0.266497224289725
45706,103,King,Western WA,Non-Motorized,0.0299709150101309
45707,52,King,Western WA,Non-Motorized,0.0689094400348222
45708,52,King,Western WA,Non-Motorized,0.0182909182238025
45709,87,King,Western WA,Non-Motorized,0.210437601235857
45710,87,King,Western WA,Non-Motorized,0.247484295524361
45711,87,King,Western WA,Non-Motorized,0.0414665204619336
45712,89,King,Western WA,Non-Motorized,0.191375177173063
45713,89,King,Western WA,Non-Motorized,0.36904875084424
45714,52,King,Western WA,Non-Motorized,0.0639631929811404
45715,83,King,Western WA,Non-Motorized,0.228666277577861
45716,49,King,Western WA,Non-Motorized,0.165609801497877
45717,27,King,Western WA,Non-Motorized,0.160976772579686
45718,28,King,Western WA,Non-Motorized,0.0325567672194923
45719,28,King,Western WA,Non-Motorized,0.0273683172776179
45720,40,King,Western WA,Non-Motorized,0.0195691813389263
45721,117,King,Western WA,Non-Motorized,0.0351588038828712
45722,51,King,Western WA,Non-Motorized,0.631457339879659
45723,40,King,Western WA,Non-Motorized,0.0473518512182228
45724,33,King,Western WA,Non-Motorized,0.119012521277886
45725,33,King,Western WA,Non-Motorized,0.127870605016391
45726,117,King,Western WA,Non-Motorized,0.0584871095070577
45727,30,King,Western WA,Non-Motorized,0.682964498106241
45728,103,King,Western WA,Non-Motorized,0.226476266193293
45729,52,King,Western WA,Non-Motorized,0.0532461481120568
45730,83,King,Western WA,Non-Motorized,0.102030815878094
45731,33,King,Western WA,Non-Motorized,0.100723116348825
45732,83,King,Western WA,Non-Motorized,0.696205955894215
45733,41,King,Western WA,Non-Motorized,0.225536544267358
45734,33,King,Western WA,Non-Motorized,0.0352412997903905
45735,44,King,Western WA,Non-Motorized,0.0437961723235743
45736,50,King,Western WA,Non-Motorized,0.0206831245363837
45737,44,King,Western WA,Non-Motorized,0.0492413815231123
45738,44,King,Western WA,Non-Motorized,0.017531679953707
45739,44,King,Western WA,Non-Motorized,0.0102363095034331
45740,89,King,Western WA,Non-Motorized,0.183431302297453
45741,89,King,Western WA,Non-Motorized,0.13018465724431
45742,28,King,Western WA,Non-Motorized,0.159189341990766
45743,28,King,Western WA,Non-Motorized,0.0928751399723754
45744,40,King,Western WA,Non-Motorized,0.0263801294140575
45745,40,King,Western WA,Non-Motorized,0.0291793988810615
45746,40,King,Western WA,Non-Motorized,0.0425365823984442
45747,40,King,Western WA,Non-Motorized,0.0449259112213682
45748,33,King,Western WA,Non-Motorized,0.0525350901075708
45749,93,King,Western WA,Non-Motorized,0.0386498992374462
45750,44,King,Western WA,Non-Motorized,0.0786743977709618
45751,44,King,Western WA,Non-Motorized,0.0618296925664784
45752,28,King,Western WA,Non-Motorized,0.0129888331803864
45753,44,King,Western WA,Non-Motorized,0.0633239608900748
45754,44,King,Western WA,Non-Motorized,0.0117685227887489
45755,44,King,Western WA,Non-Motorized,0.0669220356308773
45756,44,King,Western WA,Non-Motorized,0.06751216647505
45757,44,King,Western WA,Non-Motorized,0.00555352657354692
45758,44,King,Western WA,Non-Motorized,0.0112477552234648
45759,28,King,Western WA,Non-Motorized,0.223508283322495
45760,33,King,Western WA,Non-Motorized,0.0363888912054945
45761,44,King,Western WA,Non-Motorized,0.0305818593726278
45762,44,King,Western WA,Non-Motorized,0.0145643607518357
45763,44,King,Western WA,Non-Motorized,0.00504172422158246
45764,44,King,Western WA,Non-Motorized,0.0418620478333711
45765,47,King,Western WA,Non-Motorized,0.334175850604935
45766,93,King,Western WA,Non-Motorized,0.0719173627433457
45767,28,King,Western WA,Non-Motorized,0.0709911798810278
45768,58,King,Western WA,Non-Motorized,0.0768951344394269
45769,58,King,Western WA,Non-Motorized,0.0310964264371205
45770,58,King,Western WA,Non-Motorized,0.0295992742351202
45771,28,King,Western WA,Non-Motorized,0.0147519838407495
45772,87,King,Western WA,Non-Motorized,0.320061714309346
45773,87,King,Western WA,Non-Motorized,0.171104427831377
45774,87,King,Western WA,Non-Motorized,0.00562070343540781
45775,87,King,Western WA,Non-Motorized,0.626789423028662
45776,89,King,Western WA,Non-Motorized,0.0112289265974445
45777,87,King,Western WA,Non-Motorized,0.00806780228065366
45778,40,King,Western WA,Non-Motorized,0.0611939932794829
45779,87,King,Western WA,Non-Motorized,0.123016983594864
45780,87,King,Western WA,Non-Motorized,0.17382172582489
45781,92,King,Western WA,Non-Motorized,0.0399553977372238
45782,100,King,Western WA,Non-Motorized,0.0314050245131957
45783,100,King,Western WA,Non-Motorized,0.0247337096084058
45784,41,King,Western WA,Non-Motorized,0.016031080741987
45785,21,King,Western WA,Non-Motorized,0.0261465563057686
45786,21,King,Western WA,Non-Motorized,0.0189167537949659
45787,21,King,Western WA,Non-Motorized,0.0144729020792115
45788,21,King,Western WA,Non-Motorized,0.00759385948641183
45789,21,King,Western WA,Non-Motorized,0.0248078169408201
45790,87,King,Western WA,Non-Motorized,0.172450394244315
45791,21,King,Western WA,Non-Motorized,0.0174250061234016
45792,21,King,Western WA,Non-Motorized,0.0199131995087443
45793,21,King,Western WA,Non-Motorized,0.0372363979248573
45794,21,King,Western WA,Non-Motorized,0.0372448370118638
45795,21,King,Western WA,Non-Motorized,0.0137814059771655
45796,21,King,Western WA,Non-Motorized,0.0458482292277463
45797,21,King,Western WA,Non-Motorized,0.0363662642146922
45798,55,King,Western WA,Non-Motorized,0.0314581700758264
45799,55,King,Western WA,Non-Motorized,0.049563012277727
45800,55,King,Western WA,Non-Motorized,0.0820764537592528
45801,55,King,Western WA,Non-Motorized,0.0750814441825603
45802,55,King,Western WA,Non-Motorized,0.0867602152887445
45803,55,King,Western WA,Non-Motorized,0.0652601803835589
45804,55,King,Western WA,Non-Motorized,0.0458052873829956
45805,55,King,Western WA,Non-Motorized,0.0130600021467519
45806,55,King,Western WA,Non-Motorized,0.0179706032027255
45807,55,King,Western WA,Non-Motorized,0.00600572891640986
45808,55,King,Western WA,Non-Motorized,0.0157492377919969
45809,55,King,Western WA,Non-Motorized,0.0216453143714201
45810,55,King,Western WA,Non-Motorized,0.0108316802179136
45811,55,King,Western WA,Non-Motorized,0.0099650878470943
45812,55,King,Western WA,Non-Motorized,0.0159559440953527
45813,55,King,Western WA,Non-Motorized,0.0372932811638995
