objectid,trail_name,county,region,is_motorized,segment_length_miles
51226,National Park Trail,Clark,Western WA,Non-Motorized,0.0135115630821738
51227,National Park Trail,Clark,Western WA,Non-Motorized,0.0867486137673968
51228,National Park Trail,Clark,Western WA,Non-Motorized,0.0575611309145868
51229,National Park Trail,Clark,Western WA,Non-Motorized,0.00410364150094156
51230,National Park Trail,Clark,Western WA,Non-Motorized,0.0161586268331527
51231,National Park Trail,Clark,Western WA,Non-Motorized,0.0261994162696456
51232,National Park Trail,Clark,Western WA,Non-Motorized,0.0269796097359669
51233,National Park Trail,Clark,Western WA,Non-Motorized,0.00752354411983809
51234,National Park Trail,Clark,Western WA,Non-Motorized,0.00842811239005058
51235,National Park Trail,Clark,Western WA,Non-Motorized,0.0249472127119969
51236,National Park Trail,Clark,Western WA,Non-Motorized,0.0105642886620078
51237,National Park Trail,Clark,Western WA,Non-Motorized,0.0194347804209284
51238,National Park Trail,Clark,Western WA,Non-Motorized,0.0316533434133188
51239,National Park Trail,Clark,Western WA,Non-Motorized,0.0113806486956852
51240,National Park Trail,Clark,Western WA,Non-Motorized,0.0111287375803713
51241,Spruce Mill,Clark,Western WA,Non-Motorized,0.284519506122338
51242,Spruce Mill,Clark,Western WA,Non-Motorized,0.181997062692421
51243,National Park Trail,Clark,Western WA,Non-Motorized,0.0252883797010934
51244,National Park Trail,Clark,Western WA,Non-Motorized,0.0811537151218084
51245,National Park Trail,Clark,Western WA,Non-Motorized,0.0165496000818206
51246,National Park Trail,Clark,Western WA,Non-Motorized,0.563272145896193
51247,National Park Trail,Clark,Western WA,Non-Motorized,0.0802366176988496
51248,National Park Trail,Clark,Western WA,Non-Motorized,0.0260963358229855
51249,National Park Trail,Clark,Western WA,Non-Motorized,0.0241623663161006
51250,National Park Trail,Clark,Western WA,Non-Motorized,0.0161049395120799
51251,National Park Trail,Clark,Western WA,Non-Motorized,0.0938079547835255
51252,National Park Trail,Clark,Western WA,Non-Motorized,0.0555996711169836
51253,National Park Trail,Clark,Western WA,Non-Motorized,0.112774957762394
51254,National Park Trail,Clark,Western WA,Non-Motorized,0.0334939046916656
51255,National Park Trail,Clark,Western WA,Non-Motorized,0.00810286938830478
51256,National Park Trail,Clark,Western WA,Non-Motorized,0.015720787558163
51257,National Park Trail,Clark,Western WA,Non-Motorized,0.0646705760100663
51258,National Park Trail,Clark,Western WA,Non-Motorized,0.0247320333410902
51259,National Park Trail,Clark,Western WA,Non-Motorized,0.00527962160372937
51260,National Park Trail,Clark,Western WA,Non-Motorized,0.107863855815185
51261,I-5 @ Interstate Bridge,Clark,Western WA,Non-Motorized,0.179355631056837
51262,State Trail,Clark,Western WA,Non-Motorized,0.424118496142723
51263,Interstate Bridge,Clark,Western WA,Non-Motorized,0.88841263054242
51264,SR 503 179Th St to 184th St,Clark,Western WA,Non-Motorized,0.384702509364859
51265,Padden Parkway Trail,Clark,Western WA,Non-Motorized,3.0403443418938
51266,Frenchmans Bar Trail,Clark,Western WA,Non-Motorized,3.10614662827782
51267,Ellsworth South Trail,Clark,Western WA,Non-Motorized,0.164807225178508
51268,Lewis & Clark Discovery Greenway Trail,Clark,Western WA,Non-Motorized,0.135195752474853
51269,I 205 Corridor,Clark,Western WA,Non-Motorized,1.05997663231933
51270,SR 14 Land Bridge,Clark,Western WA,Non-Motorized,0.328096482936385
51271,Lewis & Clark Discovery Greenway Trail,Clark,Western WA,Non-Motorized,0.262779522302374
51272,Target Trail,Clark,Western WA,Non-Motorized,1.27680359925322
51273,Northwest Lower River Road,Clark,Western WA,Non-Motorized,1.98075196462049
51274,Discovery Historic Loop,Clark,Western WA,Non-Motorized,0.381869169627915
51275,Ellsworth North Trail,Clark,Western WA,Non-Motorized,0.0851357187572208
51276,Lieser Crest,Clark,Western WA,Non-Motorized,0.0170522102108478
51277,Ellsworth School,Clark,Western WA,Non-Motorized,0.0079486353775837
51278,Vista Meadows Park,Clark,Western WA,Non-Motorized,0.0462431137188321
51279,County Trail,Clark,Western WA,Non-Motorized,0.0323590531969301
51280,County Trail,Clark,Western WA,Non-Motorized,0.0677238386343816
51281,Sifton Park,Clark,Western WA,Non-Motorized,0.125441763242381
51282,Cascade Park,Clark,Western WA,Non-Motorized,0.0236147037774725
51283,County Trail,Clark,Western WA,Non-Motorized,0.0144841229415172
51284,Florence Robison Park,Clark,Western WA,Non-Motorized,0.108047029191635
51285,County Trail,Clark,Western WA,Non-Motorized,0.0807333202890154
51286,Cascade Park,Clark,Western WA,Non-Motorized,0.0689213998660653
51287,Lacamas Heritage,Clark,Western WA,Non-Motorized,0.0466881396844209
51288,Bagley,Clark,Western WA,Non-Motorized,0.141953685285863
51289,Pacific Park,Clark,Western WA,Non-Motorized,0.0987507480562503
51290,Ellen Davis,Clark,Western WA,Non-Motorized,0.0424941551291592
51291,Lacamas,Clark,Western WA,Non-Motorized,0.273009351092277
51292,North-South Connector,Clark,Western WA,Non-Motorized,0.0947475936355995
51293,County Trail,Clark,Western WA,Non-Motorized,0.0297768135636305
51294,Arnada Park,Clark,Western WA,Non-Motorized,0.138706433197581
51295,Salmon Creek Park,Clark,Western WA,Non-Motorized,0.0529052662689469
51296,Tenny Creek Park,Clark,Western WA,Non-Motorized,0.0335807744840374
51297,Lewisville,Clark,Western WA,Non-Motorized,0.0721457326073062
51298,South Ridge Loop,Clark,Western WA,Non-Motorized,0.0933343010802346
51299,County Trail,Clark,Western WA,Non-Motorized,0.0698159168214934
51300,Discovery Historic Loop,Clark,Western WA,Non-Motorized,0.100578312096716
51301,Tenny Creek Park,Clark,Western WA,Non-Motorized,0.0081011272660863
51302,Lewisville,Clark,Western WA,Non-Motorized,0.276120102455382
51303,Felida Park,Clark,Western WA,Non-Motorized,0.0591783187318049
51304,Homestead,Clark,Western WA,Non-Motorized,0.0393858573422868
51305,Hamllik,Clark,Western WA,Non-Motorized,0.0532077294206507
51306,Vandervort Park,Clark,Western WA,Non-Motorized,0.012268949357939
51307,Little Prairie Park,Clark,Western WA,Non-Motorized,0.0298869113541286
51308,County Trail,Clark,Western WA,Non-Motorized,0.0311134643201229
51309,County Trail,Clark,Western WA,Non-Motorized,0.0117585313772575
51310,County Trail,Clark,Western WA,Non-Motorized,0.0292474124378317
51311,County Trail,Clark,Western WA,Non-Motorized,0.0926842511659545
51312,Little Prairie Park,Clark,Western WA,Non-Motorized,0.0164238364940247
51313,County Trail,Clark,Western WA,Non-Motorized,0.184540341699697
51314,North-South Connector,Clark,Western WA,Non-Motorized,0.140083651690211
51315,Clearmeadows,Clark,Western WA,Non-Motorized,0.153819369680324
51316,County Trail,Clark,Western WA,Non-Motorized,0.0158629104721528
51317,Bosco Farm Park,Clark,Western WA,Non-Motorized,0.0559612135713729
51318,Salmon Creek,Clark,Western WA,Non-Motorized,0.0162499904518101
51319,Vandervort Park,Clark,Western WA,Non-Motorized,0.0753450998445766
51320,Burnt Bridge Creek Greenway,Clark,Western WA,Non-Motorized,0.0804406415283183
51321,County Trail,Clark,Western WA,Non-Motorized,0.0829101101914442
51322,Homestead,Clark,Western WA,Non-Motorized,0.0325389894387769
51323,Lucia Falls,Clark,Western WA,Non-Motorized,0.0873027386792505
51324,County Trail,Clark,Western WA,Non-Motorized,0.31003272661817
51325,Otto Brown Park,Clark,Western WA,Non-Motorized,0.00883286952808172
51326,County Trail,Clark,Western WA,Non-Motorized,0.0156762997915354
51327,Washougal River Greenway,Clark,Western WA,Non-Motorized,0.0264330845786726
51328,Columbia Renaissance,Clark,Western WA,Non-Motorized,0.66701497055062
51329,Burnt Bridge Creek Greenway,Clark,Western WA,Non-Motorized,0.0284197438983569
51330,Lacamas,Clark,Western WA,Non-Motorized,0.203072663410331
51331,County Trail,Clark,Western WA,Non-Motorized,0.13600369223071
51332,Dogwood Park,Clark,Western WA,Non-Motorized,0.0501469356969723
51333,Moulton Falls,Clark,Western WA,Non-Motorized,0.196434421324114
51334,Jason Lee Middle School Park,Clark,Western WA,Non-Motorized,0.077656737194043
51335,Pacific Park,Clark,Western WA,Non-Motorized,0.0347253343273059
51336,Stone Mill Loop,Clark,Western WA,Non-Motorized,0.167121689275513
51337,Custards Chimney Loop,Clark,Western WA,Non-Motorized,0.442715202702383
51338,Unknown Trails,Clark,Western WA,Non-Motorized,0.303398731778516
51339,Discovery Historic Loop,Clark,Western WA,Non-Motorized,0.00997821213254528
51340,Homestead,Clark,Western WA,Non-Motorized,0.0126573180545843
51341,County Trail,Clark,Western WA,Non-Motorized,0.0398075398488819
51342,County Trail,Clark,Western WA,Non-Motorized,0.00736383715068223
51343,County Trail,Clark,Western WA,Non-Motorized,0.151550632864242
51344,Tenny Creek Park,Clark,Western WA,Non-Motorized,0.0419897782310108
51345,Vista Meadows Park,Clark,Western WA,Non-Motorized,0.111162165515946
51346,Pacific Park,Clark,Western WA,Non-Motorized,0.0541352286375869
51347,Lacamas,Clark,Western WA,Non-Motorized,0.0646718482275306
51348,County Trail,Clark,Western WA,Non-Motorized,0.0458318203463646
51349,County Trail,Clark,Western WA,Non-Motorized,0.070543848204605
51350,Diamond,Clark,Western WA,Non-Motorized,0.0416813907808043
51351,County Trail,Clark,Western WA,Non-Motorized,0.00970767529139967
51352,Trail,Clark,Western WA,Non-Motorized,0.342042888793739
51353,County Trail,Clark,Western WA,Non-Motorized,0.557754032599338
51354,Ellsworth School,Clark,Western WA,Non-Motorized,0.181323788866888
51355,County Trail,Clark,Western WA,Non-Motorized,0.140582971135237
51356,Evergreen School Park,Clark,Western WA,Non-Motorized,0.021544419540237
51357,Stone Mill Loop,Clark,Western WA,Non-Motorized,0.262985739972557
51358,Sorenson Park,Clark,Western WA,Non-Motorized,0.0122797201300371
51359,Pacific Park,Clark,Western WA,Non-Motorized,0.0208121772831563
51360,David Douglas Park,Clark,Western WA,Non-Motorized,0.230340787258645
51361,Frenchmans Bar,Clark,Western WA,Non-Motorized,0.158981820159021
51362,Burnt Bridge Creek Greenway,Clark,Western WA,Non-Motorized,0.035896562911778
51363,County Trail,Clark,Western WA,Non-Motorized,0.0178785805441957
51364,County Trail,Clark,Western WA,Non-Motorized,0.0571324387104613
51365,Bella Vista,Clark,Western WA,Non-Motorized,0.0401616937227749
51366,Centerpointe,Clark,Western WA,Non-Motorized,0.0299194809586254
51367,Eisenhower School Park,Clark,Western WA,Non-Motorized,0.0999744218868776
51368,County Trail,Clark,Western WA,Non-Motorized,0.0394548289101415
51369,Burnt Bridge Creek Greenway,Clark,Western WA,Non-Motorized,0.133445190228981
51370,"Fisher, Douglas Carter",Clark,Western WA,Non-Motorized,0.0224650224166502
51371,H J Biddle Nature Preserve,Clark,Western WA,Non-Motorized,0.0583887329808695
51372,County Trail,Clark,Western WA,Non-Motorized,0.0295406512914828
51373,County Trail,Clark,Western WA,Non-Motorized,0.204352437793979
51374,Red Cedar,Clark,Western WA,Non-Motorized,0.192321423528844
51375,County Trail,Clark,Western WA,Non-Motorized,0.28735189265731
51376,Hearthwood,Clark,Western WA,Non-Motorized,0.253485491361877
51377,Bagley,Clark,Western WA,Non-Motorized,0.0232899748610917
51378,Fairgrounds Park,Clark,Western WA,Non-Motorized,0.211647469982534
51379,County Trail,Clark,Western WA,Non-Motorized,0.0601770670384522
51380,County Trail,Clark,Western WA,Non-Motorized,0.257136693992321
51381,John And Margrette Coop Park,Clark,Western WA,Non-Motorized,0.0171193999582261
51382,County Trail,Clark,Western WA,Non-Motorized,0.0351818196123199
51383,Fir Loop,Clark,Western WA,Non-Motorized,0.25159818780985
51384,Burnt Bridge Creek Greenway,Clark,Western WA,Non-Motorized,0.573175722945468
51385,County Trail,Clark,Western WA,Non-Motorized,0.121623132813384
51386,John Ball,Clark,Western WA,Non-Motorized,0.0707059408572487
51387,Vancouver Lake,Clark,Western WA,Non-Motorized,0.0296683821777495
51388,County Trail,Clark,Western WA,Non-Motorized,0.055264880051761
51389,Lacamas,Clark,Western WA,Non-Motorized,0.108915567053042
51390,Discovery Historic Loop,Clark,Western WA,Non-Motorized,0.399900191167847
51391,John Ball,Clark,Western WA,Non-Motorized,0.0291462815052742
51392,County Trail,Clark,Western WA,Non-Motorized,0.134691250687062
51393,County Trail,Clark,Western WA,Non-Motorized,0.00224123950151336
51394,Discovery Historic Loop,Clark,Western WA,Non-Motorized,0.0246007213166408
51395,County Trail,Clark,Western WA,Non-Motorized,0.774145054664783
51396,Discovery Historic Loop,Clark,Western WA,Non-Motorized,0.335428867435615
51397,County Trail,Clark,Western WA,Non-Motorized,0.0417968843167881
51398,Orchards Park,Clark,Western WA,Non-Motorized,0.0172167355176176
51399,County Trail,Clark,Western WA,Non-Motorized,0.0382596579693053
51400,County Trail,Clark,Western WA,Non-Motorized,0.114393524730624
51401,Campen Creek,Clark,Western WA,Non-Motorized,0.0196030591605134
51402,St Helens Park,Clark,Western WA,Non-Motorized,0.0104240144461436
51403,Marshall Park,Clark,Western WA,Non-Motorized,0.0827673481674281
51404,Orchards Park,Clark,Western WA,Non-Motorized,0.187906484424947
51405,Lacamas,Clark,Western WA,Non-Motorized,0.0115252325766382
51406,County Trail,Clark,Western WA,Non-Motorized,0.1643230849961
51407,Burnt Bridge Creek Greenway,Clark,Western WA,Non-Motorized,0.166832607551571
51408,Covington Park,Clark,Western WA,Non-Motorized,0.0498273339380259
51409,Raymond Shaffer Park,Clark,Western WA,Non-Motorized,0.0309154228897125
51410,County Trail,Clark,Western WA,Non-Motorized,0.0424009951998199
51411,County Trail,Clark,Western WA,Non-Motorized,0.287096625244118
51412,Cougar Creek Woods,Clark,Western WA,Non-Motorized,0.165727183681429
51413,County Trail,Clark,Western WA,Non-Motorized,0.031073824462668
51414,Sifton Park,Clark,Western WA,Non-Motorized,0.0113651529507016
51415,Centerpointe,Clark,Western WA,Non-Motorized,0.0203974435111753
51416,County Trail,Clark,Western WA,Non-Motorized,0.0540753969999848
51417,County Trail,Clark,Western WA,Non-Motorized,0.118636622145132
51418,Discovery Historic Loop,Clark,Western WA,Non-Motorized,0.0143785554838301
51419,Felida Park,Clark,Western WA,Non-Motorized,0.258125886383134
51420,Sternwheeler,Clark,Western WA,Non-Motorized,0.144797683833777
51421,Oak Grove Park,Clark,Western WA,Non-Motorized,0.134663466429099
51422,Kiwa,Clark,Western WA,Non-Motorized,2.01914383293755
51423,County Trail,Clark,Western WA,Non-Motorized,0.0614378400014029
51424,Padden Park,Clark,Western WA,Non-Motorized,0.0169569194902665
51425,County Trail,Clark,Western WA,Non-Motorized,0.183002669930184
51426,County Trail,Clark,Western WA,Non-Motorized,0.0359409651379727
51427,Lewisville,Clark,Western WA,Non-Motorized,1.0582637080767
51428,County Trail,Clark,Western WA,Non-Motorized,0.08176933396205
51429,Lieser School,Clark,Western WA,Non-Motorized,0.0881989663794314
51430,County Trail,Clark,Western WA,Non-Motorized,0.00801447328228131
51431,Minnehaha Park,Clark,Western WA,Non-Motorized,0.0931922311773214
51432,Burnt Bridge Creek Greenway,Clark,Western WA,Non-Motorized,0.227050052834831
51433,County Trail,Clark,Western WA,Non-Motorized,0.0654605123359309
51434,Tiger Tree Park,Clark,Western WA,Non-Motorized,0.166530644848756
51435,County Trail,Clark,Western WA,Non-Motorized,0.028237450245153
51436,County Trail,Clark,Western WA,Non-Motorized,0.25561392987189
51437,County Trail,Clark,Western WA,Non-Motorized,0.11147161117112
51438,County Trail,Clark,Western WA,Non-Motorized,0.137868211740169
51439,Whipple Creek Hollow Natural Area,Clark,Western WA,Non-Motorized,0.229561070570489
51440,County Trail,Clark,Western WA,Non-Motorized,0.0409410334970909
51441,Discovery Historic Loop,Clark,Western WA,Non-Motorized,0.236255559538369
51442,County Trail,Clark,Western WA,Non-Motorized,0.0147685332789364
51443,Vista Meadows Park,Clark,Western WA,Non-Motorized,0.0455613920064184
51444,Greyhawk Park,Clark,Western WA,Non-Motorized,0.0696508349390625
51445,County Trail,Clark,Western WA,Non-Motorized,0.214823501808399
51446,Marine Park,Clark,Western WA,Non-Motorized,0.0222783168250528
51447,Lakeshore Park,Clark,Western WA,Non-Motorized,0.00626879794985834
51448,Discovery Historic Loop,Clark,Western WA,Non-Motorized,0.00698934315956803
51449,Florence Robison Park,Clark,Western WA,Non-Motorized,0.0998273150651377
51450,Ridgegate,Clark,Western WA,Non-Motorized,0.0969955020571901
51451,Nikkei Park,Clark,Western WA,Non-Motorized,0.0136006406433237
51452,County Trail,Clark,Western WA,Non-Motorized,0.0290035899083687
51453,County Trail,Clark,Western WA,Non-Motorized,0.0088901653861732
51454,County Trail,Clark,Western WA,Non-Motorized,0.13238605240654
51455,Ellen Davis,Clark,Western WA,Non-Motorized,0.111199905808537
51456,County Trail,Clark,Western WA,Non-Motorized,0.0508785974593931
51457,County Trail,Clark,Western WA,Non-Motorized,0.0614052042687757
51458,Frenchmans Bar,Clark,Western WA,Non-Motorized,0.736675309248296
51459,Sorenson Park,Clark,Western WA,Non-Motorized,0.0360881384575784
51460,Discovery Historic Loop,Clark,Western WA,Non-Motorized,0.0878430693777231
51461,Orchards Park,Clark,Western WA,Non-Motorized,0.198393604896871
51462,County Trail,Clark,Western WA,Non-Motorized,0.00452629357902798
51463,Tenny Creek Park,Clark,Western WA,Non-Motorized,0.0839627629757204
51464,County Trail,Clark,Western WA,Non-Motorized,0.095273769931182
51465,County Trail,Clark,Western WA,Non-Motorized,0.0604033689015807
51466,Larch Mountain,Clark,Western WA,Non-Motorized,0.450677749628802
51467,County Trail,Clark,Western WA,Non-Motorized,0.00921830086732087
51468,Burnt Bridge Creek Greenway,Clark,Western WA,Non-Motorized,0.393494307837644
51469,Paradise Park System,Clark,Western WA,Non-Motorized,0.492896425422696
51470,Lucia Falls / Moulton Falls,Clark,Western WA,Non-Motorized,0.0293268045847062
51471,Quarnberg,Clark,Western WA,Non-Motorized,0.00855418535023732
51472,Columbia Renaissance,Clark,Western WA,Non-Motorized,0.350199620411632
51473,Moulton Falls,Clark,Western WA,Non-Motorized,0.0777252775955615
51474,County Trail,Clark,Western WA,Non-Motorized,0.0385528922627197
51475,Homestead,Clark,Western WA,Non-Motorized,0.0910305305331362
51476,Diamond,Clark,Western WA,Non-Motorized,0.136630258187333
51477,County Trail,Clark,Western WA,Non-Motorized,0.303313805717651
51478,County Trail,Clark,Western WA,Non-Motorized,0.162431862590638
51479,Vancouver Lake,Clark,Western WA,Non-Motorized,0.01752401344906
51480,County Trail,Clark,Western WA,Non-Motorized,0.208141231819879
51481,Oakbrook,Clark,Western WA,Non-Motorized,0.0538218024106553
51482,La Center Community,Clark,Western WA,Non-Motorized,0.206895616571308
51483,County Trail,Clark,Western WA,Non-Motorized,0.0829586394793509
51484,County Trail,Clark,Western WA,Non-Motorized,0.156810939231989
51485,County Trail,Clark,Western WA,Non-Motorized,0.0928564400749481
51486,Vandervort Park,Clark,Western WA,Non-Motorized,0.00706432884390202
51487,County Trail,Clark,Western WA,Non-Motorized,0.18139183848424
51488,Frenchmans Bar,Clark,Western WA,Non-Motorized,0.0633223558986401
51489,Lacamas,Clark,Western WA,Non-Motorized,0.0501286956484681
51490,County Trail,Clark,Western WA,Non-Motorized,0.0329208142256929
51491,Oakbrook,Clark,Western WA,Non-Motorized,0.0705673272615157
51492,Pacific Park,Clark,Western WA,Non-Motorized,0.644252746962255
51493,Jorgenson Woods Park,Clark,Western WA,Non-Motorized,0.179910246201917
51494,Lieser School,Clark,Western WA,Non-Motorized,0.0154290785358871
51495,County Trail,Clark,Western WA,Non-Motorized,0.0159502211632624
51496,County Trail,Clark,Western WA,Non-Motorized,0.103223659318905
51497,Burnt Bridge Creek Greenway,Clark,Western WA,Non-Motorized,0.107558150781392
51498,Pacific Park,Clark,Western WA,Non-Motorized,0.0134231278001828
51499,St Helens Park,Clark,Western WA,Non-Motorized,0.00611716235287058
51500,Ellsworth School,Clark,Western WA,Non-Motorized,0.117223261029552
51501,Nikkei Park,Clark,Western WA,Non-Motorized,0.0575725242735146
51502,West Minnehaha,Clark,Western WA,Non-Motorized,0.122072247332491
51503,Vandervort Park,Clark,Western WA,Non-Motorized,0.0537384148297996
51504,Columbia Renaissance,Clark,Western WA,Non-Motorized,1.58983446067401
51505,Fruit Valley,Clark,Western WA,Non-Motorized,0.044664578016844
51506,Marshall Park,Clark,Western WA,Non-Motorized,0.332904830165905
51507,Salmon Creek,Clark,Western WA,Non-Motorized,0.20490562127054401
51508,County Trail,Clark,Western WA,Non-Motorized,0.00643629928685835
51509,Lewisville,Clark,Western WA,Non-Motorized,0.0480308658484204
51510,Gibbons Creek Wildlife Art,Clark,Western WA,Non-Motorized,0.646621667985238
51511,Covington Park,Clark,Western WA,Non-Motorized,0.013999718385
51512,County Trail,Clark,Western WA,Non-Motorized,0.0166366427776236
51513,Tenny Creek Park,Clark,Western WA,Non-Motorized,0.0186913650352568
51514,County Trail,Clark,Western WA,Non-Motorized,0.138044392170063
51515,Lacamas,Clark,Western WA,Non-Motorized,0.103363139299088
51516,Ellsworth School,Clark,Western WA,Non-Motorized,0.131148413763655
51517,Sergeant Brad Crawford Park,Clark,Western WA,Non-Motorized,0.00698684840507844
51518,Discovery Historic Loop,Clark,Western WA,Non-Motorized,0.210572856314249
51519,Lacamas,Clark,Western WA,Non-Motorized,0.144956748998792
51520,County Trail,Clark,Western WA,Non-Motorized,0.435997060886736
51521,Pacific Park,Clark,Western WA,Non-Motorized,0.185679756775659
51522,Evergreen School Park,Clark,Western WA,Non-Motorized,0.0117597147931514
51523,Hanna Acres,Clark,Western WA,Non-Motorized,0.0220443223828159
51524,Jorgenson Woods Park,Clark,Western WA,Non-Motorized,0.119083981322716
51525,Discovery Historic Loop,Clark,Western WA,Non-Motorized,0.0629156302149729
51526,David Douglas Park,Clark,Western WA,Non-Motorized,0.421076285641798
51527,Sifton Park,Clark,Western WA,Non-Motorized,0.0779089371790796
51528,County Trail,Clark,Western WA,Non-Motorized,0.324513261395411
51529,County Trail,Clark,Western WA,Non-Motorized,0.0286165946563023
51530,Orchards Park,Clark,Western WA,Non-Motorized,0.106466540828938
51531,Burnt Bridge Creek Greenway,Clark,Western WA,Non-Motorized,0.139870946592867
51532,Pacific Park,Clark,Western WA,Non-Motorized,0.070792467713006
51533,Salmon Creek - Klineline Pond,Clark,Western WA,Non-Motorized,0.276296951376283
51534,County Trail,Clark,Western WA,Non-Motorized,0.206754189838993
51535,Lacamas,Clark,Western WA,Non-Motorized,0.288504553843903
51536,County Trail,Clark,Western WA,Non-Motorized,0.0300675329039641
51537,County Trail,Clark,Western WA,Non-Motorized,0.0494729069864243
51538,County Trail,Clark,Western WA,Non-Motorized,0.137462017974341
51539,Bagley,Clark,Western WA,Non-Motorized,0.00887643255543319
51540,County Trail,Clark,Western WA,Non-Motorized,0.0702832382569442
51541,Lacamas,Clark,Western WA,Non-Motorized,0.0443876568291375
51542,Brickyard,Clark,Western WA,Non-Motorized,0.0245875714532294
51543,County Trail,Clark,Western WA,Non-Motorized,0.126119765892508
51544,Lalonde Creek Park,Clark,Western WA,Non-Motorized,0.0385840430306336
51545,Burnt Bridge Creek School Park,Clark,Western WA,Non-Motorized,0.0614042254648966
51546,Orchards Highland Park,Clark,Western WA,Non-Motorized,0.0419387206001901
51547,Burnt Bridge Creek Greenway,Clark,Western WA,Non-Motorized,1.33196259945334
51548,County Trail,Clark,Western WA,Non-Motorized,0.256663371735218
51549,Oakbrook,Clark,Western WA,Non-Motorized,0.127298745688088
51550,County Trail,Clark,Western WA,Non-Motorized,0.0965902833684458
51551,Burnt Bridge Creek School Park,Clark,Western WA,Non-Motorized,0.057280525462748
51552,County Trail,Clark,Western WA,Non-Motorized,0.0827321887834067
51553,Oak Meadows Park,Clark,Western WA,Non-Motorized,0.1824077975997
51554,Heritage,Clark,Western WA,Non-Motorized,0.0177584510647841
51555,Lacamas,Clark,Western WA,Non-Motorized,0.148547544563126
51556,Lacamas,Clark,Western WA,Non-Motorized,0.055168643410838
51557,Bosco Farm Park,Clark,Western WA,Non-Motorized,0.0756553971208373
51558,Tenny Creek Park,Clark,Western WA,Non-Motorized,0.0909461319415391
51559,County Trail,Clark,Western WA,Non-Motorized,0.283830681868682
51560,Frenchmans Bar,Clark,Western WA,Non-Motorized,0.342008500994161
51561,Dynees,Clark,Western WA,Non-Motorized,0.145156099281416
51562,Bagley,Clark,Western WA,Non-Motorized,0.0707580893158658
51563,Alder,Clark,Western WA,Non-Motorized,0.0775836071807932
51564,County Trail,Clark,Western WA,Non-Motorized,0.217810709598998
51565,Elizabeth Park,Clark,Western WA,Non-Motorized,0.142269704370385
51566,Burnt Bridge Creek Greenway,Clark,Western WA,Non-Motorized,0.144448795651844
51567,County Trail,Clark,Western WA,Non-Motorized,0.0239618292168454
51568,Nikkei Park,Clark,Western WA,Non-Motorized,0.00648691397774756
51569,Lalonde Creek Park,Clark,Western WA,Non-Motorized,0.00850207610284453
51570,County Trail,Clark,Western WA,Non-Motorized,0.023325489318255
51571,Tenny Creek Park,Clark,Western WA,Non-Motorized,0.0211173307157802
51572,County Trail,Clark,Western WA,Non-Motorized,0.322243559874147
51573,Burnt Bridge Creek Greenway,Clark,Western WA,Non-Motorized,0.0543486991784694
51574,Red Cedar,Clark,Western WA,Non-Motorized,0.175683433647255
51575,County Trail,Clark,Western WA,Non-Motorized,0.852877417481441
51576,Arnada Park,Clark,Western WA,Non-Motorized,0.0799917660153893
51577,Sorenson Park,Clark,Western WA,Non-Motorized,0.0115558377431649
51578,County Trail,Clark,Western WA,Non-Motorized,0.111078503854624
51579,Burnt Bridge Creek Greenway,Clark,Western WA,Non-Motorized,0.162684173728056
51580,Covington Park,Clark,Western WA,Non-Motorized,0.00804899202418736
51581,Florence Robison Park,Clark,Western WA,Non-Motorized,0.0154682734298916
51582,Central Park,Clark,Western WA,Non-Motorized,0.00929859408874009
51583,David Douglas Park,Clark,Western WA,Non-Motorized,0.0624482216386199
51584,Lacamas Heritage,Clark,Western WA,Non-Motorized,0.0843805268346679
51585,Whipple Creek Regional,Clark,Western WA,Non-Motorized,0.122247678705642
51586,Burnt Bridge Creek Greenway,Clark,Western WA,Non-Motorized,0.104367753144748
51587,Homestead,Clark,Western WA,Non-Motorized,0.0148812845451348
51588,County Trail,Clark,Western WA,Non-Motorized,0.25801240365536
51589,Holley Park Habitat Trail,Clark,Western WA,Non-Motorized,0.240996560310692
51590,County Trail,Clark,Western WA,Non-Motorized,0.340176210835103
51591,Florence Robison Park,Clark,Western WA,Non-Motorized,0.0624805597798559
51592,Orchards Park,Clark,Western WA,Non-Motorized,0.0107429254985571
51593,Rabbit Hole Loop,Clark,Western WA,Non-Motorized,0.1503688627172
51594,County Trail,Clark,Western WA,Non-Motorized,0.0976843561700675
51595,County Trail,Clark,Western WA,Non-Motorized,0.278360331321037
51596,Quarnberg,Clark,Western WA,Non-Motorized,0.156439026324069
51597,County Trail,Clark,Western WA,Non-Motorized,0.147007943137293
51598,Lacamas,Clark,Western WA,Non-Motorized,0.133780352335145
51599,Discovery Historic Loop,Clark,Western WA,Non-Motorized,0.0554357972402989
51600,Burnt Bridge Creek Greenway,Clark,Western WA,Non-Motorized,0.0128154021291277
51601,Paradise Park System,Clark,Western WA,Non-Motorized,0.0394559947982809
51602,Orchards Highland Park,Clark,Western WA,Non-Motorized,0.0369055842958089
51603,County Trail,Clark,Western WA,Non-Motorized,0.108454638375435
51604,Hanna Acres,Clark,Western WA,Non-Motorized,0.18672987251007
51605,County Trail,Clark,Western WA,Non-Motorized,0.115714736297831
51606,Orchards Park,Clark,Western WA,Non-Motorized,0.0200633972126401
51607,County Trail,Clark,Western WA,Non-Motorized,0.0572833214997956
51608,Lacamas,Clark,Western WA,Non-Motorized,0.264522181220493
51609,Wyeast,Clark,Western WA,Non-Motorized,0.223448865960989
51610,Salmon Creek,Clark,Western WA,Non-Motorized,0.0861277760835436
